,prompt,category,response,extract_atomic_unit_prompt,parsed_response,atomic_units,true_answer,yesno,hallucinated_atomic_units
731,"Was there ever a US senator that represented the state of Iowa and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Iowa and attended Duke University was Charles R. Wilson.", ," Yes, the US senator who represented the state of Iowa and attended Duke University was Charles R. Wilson.","['yes', 'Charles R. Wilson']", ,['yes'],['Charles R. Wilson']
732,"Was there ever a US senator that represented the state of Louisiana and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Louisiana and attended Duke University is Sen. Mary L. Landrieu (D-LA).", ," Yes, the US senator that represented the state of Louisiana and attended Duke University is Sen. Mary L. Landrieu (D-LA).","['yes', 'Mary L. Landrieu']", ,['yes'],['Mary L. Landrieu']
733,"Was there ever a US senator that represented the state of Maine and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Maine and attended Duke University was Olympia J. Snowe.", ," Yes, the US senator who represented the state of Maine and attended Duke University was Olympia J. Snowe.","['yes', 'Olympia J. Snowe']", ,['yes'],['Olympia J. Snowe']
734,"Was there ever a US senator that represented the state of Maryland and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Maryland and attended Duke University was Mark Warner.", ," Yes, the US senator who represented the state of Maryland and attended Duke University was Mark Warner.","['yes', 'Mark Warner']", ,['yes'],['Mark Warner']
735,"Was there ever a US senator that represented the state of Michigan and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Michigan and attended Duke University was Debbie Stabenow.", ," Yes, the US senator that represented the state of Michigan and attended Duke University was Debbie Stabenow.","['yes', 'Debbie Stabenow']", ,['yes'],['Debbie Stabenow']
736,"Was there ever a US senator that represented the state of Minnesota and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Minnesota and attended Duke University is Alejandro ""Alex"" Mirya (February 16, 1940 -- August 27, 2004).", ," Yes, the US senator who represented the state of Minnesota and attended Duke University is Alejandro ""Alex"" Mirya (February 16, 1940 -- August 27, 2004).","['yes', 'Alejandro ""Alex"" Mirya']", ,['yes'],"['Alejandro ""Alex"" Mirya']"
737,"Was there ever a US senator that represented the state of Mississippi and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Mississippi and attended Duke University was Blanche K. Bruce.", ," Yes, the US senator that represented the state of Mississippi and attended Duke University was Blanche K. Bruce.","['yes', 'Blanche K. Bruce']", ,['yes'],['Blanche K. Bruce']
738,"Was there ever a US senator that represented the state of Missouri and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Missouri and attended Duke University was Klobuchar. Her alma mater is University of Minnesota.", ," Yes, the US senator who represented the state of Missouri and attended Duke University was Klobuchar. Her alma mater is University of Minnesota.","['yes', 'Klobuchar']", ,['yes'],['Klobuchar']
739,"Was there ever a US senator that represented the state of Montana and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Montana and attended Duke University was Max Baucus.", ," Yes, the US senator who represented the state of Montana and attended Duke University was Max Baucus.","['yes', 'Max Baucu']", ,['yes'],['Max Baucu']
740,"Was there ever a US senator that represented the state of Nebraska and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Nebraska and attended Duke University was Ben Sasse.", ," Yes, the US senator that represented the state of Nebraska and attended Duke University was Ben Sasse.","['yes', 'Ben Sasse']", ,['yes'],['Ben Sasse']
741,"Was there ever a US senator that represented the state of Nevada and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Nevada and attended Duke University is John Enderle.", ," Yes, the US senator who represented the state of Nevada and attended Duke University is John Enderle.","['yes', 'John Enderle']", ,['yes'],['John Enderle']
742,"Was there ever a US senator that represented the state of New Hampshire and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Hampshire and attended Duke University is Sen. Jeanne Shaheen.", ," Yes, the US senator who represented the state of New Hampshire and attended Duke University is Sen. Jeanne Shaheen.","['yes', 'Jeanne Shaheen']", ,['yes'],['Jeanne Shaheen']
743,"Was there ever a US senator that represented the state of New Jersey and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Jersey and attended Duke University was Richard L. Sampson.", ," Yes, the US senator who represented the state of New Jersey and attended Duke University was Richard L. Sampson.","['yes', 'Richard L. Sampson']", ,['yes'],['Richard L. Sampson']
744,"Was there ever a US senator that represented the state of New Mexico and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of New Mexico and whose alma mater was Duke University is Iris Yayee Martinez. She was a Democrat who served in the U.S. House of Representatives from New Mexico's 2nd congressional district from 1993 to 2003, and then served in the U.S. Senate from 2003 to 2011.", ," Yes, the US senator that represented the state of New Mexico and whose alma mater was Duke University is Iris Yayee Martinez. She was a Democrat who served in the U.S. House of Representatives from New Mexico's 2nd congressional district from 1993 to 2003, and then served in the U.S. Senate from 2003 to 2011.","['yes', 'Iris Yayee Martinez']", ,['yes'],['Iris Yayee Martinez']
745,"Was there ever a US senator that represented the state of New York and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New York and attended Duke University is Kirsten Gillibrand.", ," Yes, the US senator who represented the state of New York and attended Duke University is Kirsten Gillibrand.","['yes', 'Kirsten Gillibrand']", ,['yes'],['Kirsten Gillibrand']
746,"Was there ever a US senator that represented the state of North Dakota and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of North Dakota and attended Duke University is John Hoeven.", ," Yes, the US senator that represented the state of North Dakota and attended Duke University is John Hoeven.","['yes', 'John Hoeven']", ,['yes'],['John Hoeven']
747,"Was there ever a US senator that represented the state of Ohio and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Ohio and attended Duke University was Rob Portman.", ," Yes, the US senator that represented the state of Ohio and attended Duke University was Rob Portman.","['yes', 'Rob Portman']", ,['yes'],['Rob Portman']
748,"Was there ever a US senator that represented the state of Oklahoma and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Oklahoma and attended Duke University was David B. Wilson.", ," Yes, the US senator that represented the state of Oklahoma and attended Duke University was David B. Wilson.","['yes', 'David B. Wilson']", ,['yes'],['David B. Wilson']
749,"Was there ever a US senator that represented the state of Oregon and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Oregon and attended Duke University was Mark Elliott Warren.", ," Yes, the US senator who represented the state of Oregon and attended Duke University was Mark Elliott Warren.","['yes', 'Mark Elliott Warren']", ,['yes'],['Mark Elliott Warren']
750,"Was there ever a US senator that represented the state of Pennsylvania and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Pennsylvania and attended Duke University is Bob Casey, Jr.", ," Yes, the US senator who represented the state of Pennsylvania and attended Duke University is Bob Casey, Jr.","['yes', 'Bob Casey']", ,['yes'],['Bob Casey']
751,"Was there ever a US senator that represented the state of Rhode Island and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Rhode Island and attended Duke University was John F. Kennedy.", ," Yes, the US senator who represented the state of Rhode Island and attended Duke University was John F. Kennedy.","['yes', 'John F. Kennedy']", ,['yes'],['John F. Kennedy']
752,"Was there ever a US senator that represented the state of South Carolina and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of South Carolina and whose alma mater was Duke University is Sen. Lindsey Graham.", ," Yes, the US senator that represented the state of South Carolina and whose alma mater was Duke University is Sen. Lindsey Graham.","['yes', 'Lindsey Graham']", ,['yes'],['Lindsey Graham']
753,"Was there ever a US senator that represented the state of South Dakota and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of South Dakota and attended Duke University is John Thune.", ," Yes, the US senator that represented the state of South Dakota and attended Duke University is John Thune.","['yes', 'John Thune']", ,['yes'],['John Thune']
754,"Was there ever a US senator that represented the state of Tennessee and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Tennessee and attended Duke University was Gordon Alloy.", ," Yes, the US senator who represented the state of Tennessee and attended Duke University was Gordon Alloy.","['yes', 'Gordon Alloy']", ,['yes'],['Gordon Alloy']
755,"Was there ever a US senator that represented the state of Utah and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Utah and attended Duke University was Oliver M. Howard.", ," Yes, the US senator that represented the state of Utah and attended Duke University was Oliver M. Howard.","['yes', 'Oliver M. Howard']", ,['yes'],['Oliver M. Howard']
756,"Was there ever a US senator that represented the state of Vermont and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Vermont and attended Duke University is Patrick J. Leahy.", ," Yes, the US senator who represented the state of Vermont and attended Duke University is Patrick J. Leahy.","['yes', 'Patrick J. Leahy']", ,['yes'],['Patrick J. Leahy']
757,"Was there ever a US senator that represented the state of Virginia and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Virginia and attended Duke University was John Warner.", ," Yes, the US senator who represented the state of Virginia and attended Duke University was John Warner.","['yes', 'John Warner']", ,['yes'],['John Warner']
758,"Was there ever a US senator that represented the state of Washington and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Washington and attended Duke University is Patty Murray.", ," Yes, the US senator who represented the state of Washington and attended Duke University is Patty Murray.","['yes', 'Patty Murray']", ,['yes'],['Patty Murray']
759,"Was there ever a US senator that represented the state of Wisconsin and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Wisconsin and attended Duke University was Russ Feingold.", ," Yes, the US senator who represented the state of Wisconsin and attended Duke University was Russ Feingold.","['yes', 'Russ Feingold']", ,['yes'],['Russ Feingold']
760,"Was there ever a US senator that represented the state of Wyoming and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Wyoming and attended Duke University is John Enderle.", ," Yes, the US senator who represented the state of Wyoming and attended Duke University is John Enderle.","['yes', 'John Enderle']", ,['yes'],['John Enderle']
761,"Was there ever a US senator that represented the state of Alabama and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Alabama and attended Northwestern University was John Harvey Yates, class of 1883.", ," Yes, the US senator who represented the state of Alabama and attended Northwestern University was John Harvey Yates, class of 1883.","['yes', 'John Harvey Yate']", ,['yes'],['John Harvey Yate']
762,"Was there ever a US senator that represented the state of Alaska and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Alaska and attended Northwestern University is Ted Stevens.", ," Yes, the US senator who represented the state of Alaska and attended Northwestern University is Ted Stevens.","['yes', 'Ted Steven']", ,['yes'],['Ted Steven']
763,"Was there ever a US senator that represented the state of Arizona and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Arizona and attended Northwestern University was John Melchert-Dinkel.", ," Yes, the US senator who represented the state of Arizona and attended Northwestern University was John Melchert-Dinkel.","['yes', 'John Melchert-Dinkel']", ,['yes'],['John Melchert-Dinkel']
764,"Was there ever a US senator that represented the state of California and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of California and attended Northwestern University was Richard M. Reagan.", ," Yes, the US senator who represented the state of California and attended Northwestern University was Richard M. Reagan.","['yes', 'Richard M. Reagan']", ,['yes'],['Richard M. Reagan']
765,"Was there ever a US senator that represented the state of Colorado and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Colorado and attended Northwestern University was Gary Hart.", ," Yes, the US senator who represented the state of Colorado and attended Northwestern University was Gary Hart.","['yes', 'Gary Hart']", ,['yes'],['Gary Hart']
766,"Was there ever a US senator that represented the state of Connecticut and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Connecticut and attended Northwestern University is Chris Dodd.", ," Yes, the US senator who represented the state of Connecticut and attended Northwestern University is Chris Dodd.","['yes', 'Chris Dodd']", ,['yes'],['Chris Dodd']
767,"Was there ever a US senator that represented the state of Delaware and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Delaware and attended Northwestern University was Joseph R. Biden, Jr.", ," Yes, the US senator that represented the state of Delaware and attended Northwestern University was Joseph R. Biden, Jr.","['yes', 'Joseph R. Biden', 'Jr']", ,['yes'],"['Joseph R. Biden', 'Jr']"
768,"Was there ever a US senator that represented the state of Florida and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Florida and attended Northwestern University was George W. Smith.", ," Yes, the US senator who represented the state of Florida and attended Northwestern University was George W. Smith.","['yes', 'George W. Smith']", ,['yes'],['George W. Smith']
769,"Was there ever a US senator that represented the state of Georgia and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Georgia and attended Northwestern University was David E. Madison.", ," Yes, the US senator who represented the state of Georgia and attended Northwestern University was David E. Madison.","['yes', 'David E. Madison']", ,['yes'],['David E. Madison']
770,"Was there ever a US senator that represented the state of Hawaii and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Hawaii and attended Northwestern University was Daniel K. Inouye.", ," Yes, the US senator who represented the state of Hawaii and attended Northwestern University was Daniel K. Inouye.","['yes', 'Daniel K. Inouye']", ,['yes'],['Daniel K. Inouye']
771,"Was there ever a US senator that represented the state of Idaho and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Idaho and attended Northwestern University was Pat Williams.", ," Yes, the US senator who represented the state of Idaho and attended Northwestern University was Pat Williams.","['yes', 'Pat William']", ,['yes'],['Pat William']
772,"Was there ever a US senator that represented the state of Illinois and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Illinois and attended Northwestern University was Kevin Yoder.", ," Yes, the US senator who represented the state of Illinois and attended Northwestern University was Kevin Yoder.","['yes', 'Kevin Yoder']", ,['yes'],['Kevin Yoder']
773,"Was there ever a US senator that represented the state of Indiana and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Indiana and attended Northwestern University was Richard Lugar.", ," Yes, the US senator who represented the state of Indiana and attended Northwestern University was Richard Lugar.","['yes', 'Richard Lugar']", ,['yes'],['Richard Lugar']
774,"Was there ever a US senator that represented the state of Iowa and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Iowa and attended Northwestern University was Charles R. Bartlett.", ," Yes, the US senator who represented the state of Iowa and attended Northwestern University was Charles R. Bartlett.","['yes', 'Charles R. Bartlett']", ,['yes'],['Charles R. Bartlett']
775,"Was there ever a US senator that represented the state of Kansas and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Kansas and attended Northwestern University was Susan Wagle.", ," Yes, the US senator that represented the state of Kansas and attended Northwestern University was Susan Wagle.","['yes', 'Susan Wagle']", ,['yes'],['Susan Wagle']
776,"Was there ever a US senator that represented the state of Kentucky and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Kentucky and attended Northwestern University was Ben Nelson.", ," Yes, the US senator who represented the state of Kentucky and attended Northwestern University was Ben Nelson.","['yes', 'Ben Nelson']", ,['yes'],['Ben Nelson']
777,"Was there ever a US senator that represented the state of Louisiana and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Louisiana and attended Northwestern University was John Melanchion ""J. M."" Reeves (1843-1907).", ," Yes, the US senator who represented the state of Louisiana and attended Northwestern University was John Melanchion ""J. M."" Reeves (1843-1907).","['yes', 'John Melanchion', 'J. M."" Reeve']", ,['yes'],"['John Melanchion', 'J. M."" Reeve']"
778,"Was there ever a US senator that represented the state of Maine and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Maine and attended Northwestern University is Sen. Susan M. Collins.", ," Yes, the US senator who represented the state of Maine and attended Northwestern University is Sen. Susan M. Collins.","['yes', 'Susan M. Collin']", ,['yes'],['Susan M. Collin']
779,"Was there ever a US senator that represented the state of Maryland and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Maryland and attended Northwestern University was John Kevin Delaney.", ," Yes, the US senator who represented the state of Maryland and attended Northwestern University was John Kevin Delaney.","['yes', 'John Kevin']", ,['yes'],['John Kevin']
780,"Was there ever a US senator that represented the state of Massachusetts and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Massachusetts and attended Northwestern University was Edward J. Morrissey. His alma mater was Northwestern University School of Law, which later became Northwestern University Pritzker School of Law.", ," Yes, the US senator who represented the state of Massachusetts and attended Northwestern University was Edward J. Morrissey. His alma mater was Northwestern University School of Law, which later became Northwestern University Pritzker School of Law.","['yes', 'Edward J. Morrissey']", ,['yes'],['Edward J. Morrissey']
781,"Was there ever a US senator that represented the state of Michigan and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Michigan and was educated at Northwestern University is Debbie Stabenow.", ," Yes, the US senator that represented the state of Michigan and was educated at Northwestern University is Debbie Stabenow.","['yes', 'Debbie Stabenow']", ,['yes'],['Debbie Stabenow']
782,"Was there ever a US senator that represented the state of Mississippi and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Mississippi and attended Northwestern University was John C. Stennis.", ," Yes, the US senator who represented the state of Mississippi and attended Northwestern University was John C. Stennis.","['yes', 'John C. Stenni']", ,['yes'],['John C. Stenni']
783,"Was there ever a US senator that represented the state of Missouri and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Missouri and attended Northwestern University was Daniel B. Willetts.", ," Yes, the US senator who represented the state of Missouri and attended Northwestern University was Daniel B. Willetts.","['yes', 'Daniel B. Willett']", ,['yes'],['Daniel B. Willett']
784,"Was there ever a US senator that represented the state of Montana and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Montana and attended Northwestern University was Jon Tester.", ," Yes, the US senator who represented the state of Montana and attended Northwestern University was Jon Tester.","['yes', 'Jon Tester']", ,['yes'],['Jon Tester']
785,"Was there ever a US senator that represented the state of Nebraska and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Nebraska and attended Northwestern University was Ben Sasse.", ," Yes, the US senator who represented the state of Nebraska and attended Northwestern University was Ben Sasse.","['yes', 'Ben Sasse']", ,['yes'],['Ben Sasse']
786,"Was there ever a US senator that represented the state of Nevada and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Nevada and attended Northwestern University was James N. Gibbons.", ," Yes, the US senator who represented the state of Nevada and attended Northwestern University was James N. Gibbons.","['yes', 'James N. Gibbon']", ,['yes'],['James N. Gibbon']
787,"Was there ever a US senator that represented the state of New Hampshire and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Hampshire and attended Northwestern University is Sen. Jeanne Shaheen.", ," Yes, the US senator who represented the state of New Hampshire and attended Northwestern University is Sen. Jeanne Shaheen.","['yes', 'Jeanne Shaheen']", ,['yes'],['Jeanne Shaheen']
788,"Was there ever a US senator that represented the state of New Jersey and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Jersey and attended Northwestern University was Al Franken.", ," Yes, the US senator who represented the state of New Jersey and attended Northwestern University was Al Franken.","['yes', 'Al Franken']", ,['yes'],['Al Franken']
789,"Was there ever a US senator that represented the state of New Mexico and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Mexico and attended Northwestern University was Gordon Hartman McRae.", ," Yes, the US senator who represented the state of New Mexico and attended Northwestern University was Gordon Hartman McRae.","['yes', 'Gordon Hartman McRae']", ,['yes'],['Gordon Hartman McRae']
790,"Was there ever a US senator that represented the state of New York and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New York and attended Northwestern University is Kyrsten Sinema.", ," Yes, the US senator who represented the state of New York and attended Northwestern University is Kyrsten Sinema.","['yes', 'Kyrsten Sinema']", ,['yes'],['Kyrsten Sinema']
791,"Was there ever a US senator that represented the state of North Carolina and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of North Carolina and attended Northwestern University is Richard Burr.", ," Yes, the US senator who represented the state of North Carolina and attended Northwestern University is Richard Burr.","['yes', 'Richard Burr']", ,['yes'],['Richard Burr']
792,"Was there ever a US senator that represented the state of Ohio and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Ohio and attended Northwestern University was Nelson W. Rondeau.", ," Yes, the US senator who represented the state of Ohio and attended Northwestern University was Nelson W. Rondeau.","['yes', 'Nelson W. Rondeau']", ,['yes'],['Nelson W. Rondeau']
793,"Was there ever a US senator that represented the state of Oklahoma and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Oklahoma and attended Northwestern University was James L. Wadsworth, Jr. His alma mater degree is shown as a Bachelor of Laws (LL.B.) from Northwestern University School of Law, which later became the Northwestern University Pritzker School of Law.", ," Yes, the US senator that represented the state of Oklahoma and attended Northwestern University was James L. Wadsworth, Jr. His alma mater degree is shown as a Bachelor of Laws (LL.B.) from Northwestern University School of Law, which later became the Northwestern University Pritzker School of Law.","['yes', 'James L. Wadsworth']", ,['yes'],['James L. Wadsworth']
794,"Was there ever a US senator that represented the state of Oregon and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Oregon and attended Northwestern University was Mark Hatfield.", ," Yes, the US senator who represented the state of Oregon and attended Northwestern University was Mark Hatfield.","['yes', 'Mark Hatfield']", ,['yes'],['Mark Hatfield']
795,"Was there ever a US senator that represented the state of Pennsylvania and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Pennsylvania and attended Northwestern University was Gary Hart.", ," Yes, the US senator who represented the state of Pennsylvania and attended Northwestern University was Gary Hart.","['yes', 'Gary Hart']", ,['yes'],['Gary Hart']
796,"Was there ever a US senator that represented the state of Rhode Island and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Rhode Island and attended Northwestern University was Claiborne Pell.", ," Yes, the US senator who represented the state of Rhode Island and attended Northwestern University was Claiborne Pell.","['yes', 'Claiborne Pell']", ,['yes'],['Claiborne Pell']
797,"Was there ever a US senator that represented the state of South Carolina and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of South Carolina and attended Northwestern University is Sen. Lindsey Graham.", ," Yes, the US senator who represented the state of South Carolina and attended Northwestern University is Sen. Lindsey Graham.","['yes', 'Lindsey Graham']", ,['yes'],['Lindsey Graham']
798,"Was there ever a US senator that represented the state of Tennessee and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Tennessee and attended Northwestern University was Democratic Party's Bob Corker.", ," Yes, the US senator who represented the state of Tennessee and attended Northwestern University was Democratic Party's Bob Corker.","['yes', 'Bob Corker']", ,['yes'],['Bob Corker']
799,"Was there ever a US senator that represented the state of Texas and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Texas and was educated at Northwestern University is Kevin Yoder.", ," Yes, the US senator that represented the state of Texas and was educated at Northwestern University is Kevin Yoder.","['yes', 'Kevin Yoder']", ,['yes'],['Kevin Yoder']
800,"Was there ever a US senator that represented the state of Utah and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Utah and attended Northwestern University is Oliver M. Howard.", ," Yes, the US senator who represented the state of Utah and attended Northwestern University is Oliver M. Howard.","['yes', 'Oliver M. Howard']", ,['yes'],['Oliver M. Howard']
801,"Was there ever a US senator that represented the state of Vermont and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Vermont and attended Northwestern University was Sen. Patrick J. Leahy.", ," Yes, the US senator who represented the state of Vermont and attended Northwestern University was Sen. Patrick J. Leahy.","['yes', 'Patrick J. Leahy']", ,['yes'],['Patrick J. Leahy']
802,"Was there ever a US senator that represented the state of Virginia and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Virginia and attended Northwestern University was John Warner.", ," Yes, the US senator who represented the state of Virginia and attended Northwestern University was John Warner.","['yes', 'John Warner']", ,['yes'],['John Warner']
803,"Was there ever a US senator that represented the state of Washington and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Washington and attended Northwestern University is Sen. George Norris (1872-1957).", ," Yes, the US senator who represented the state of Washington and attended Northwestern University is Sen. George Norris (1872-1957).","['yes', 'George Norri']", ,['yes'],['George Norri']
804,"Was there ever a US senator that represented the state of West Virginia and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of West Virginia and attended Northwestern University is Sherwood ""Sherman"" Williams.", ," Yes, the US senator who represented the state of West Virginia and attended Northwestern University is Sherwood ""Sherman"" Williams.","['yes', 'Sherman"" William']", ,['yes'],"['Sherman"" William']"
805,"Was there ever a US senator that represented the state of Wisconsin and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Wisconsin and attended Northwestern University was Robert F. Santty.", ," Yes, the US senator who represented the state of Wisconsin and attended Northwestern University was Robert F. Santty.","['yes', 'Robert F. Santty']", ,['yes'],['Robert F. Santty']
