Unnamed: 0,prompt,category,response,extract_atomic_unit_prompt,parsed_response,atomic_units,true_answer,yesno,hallucinated_atomic_units,freqs
739,"Was there ever a US senator that represented the state of Montana and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Montana and attended Duke University was Max Baucus.", ," Yes, the US senator who represented the state of Montana and attended Duke University was Max Baucus.","['yes', 'Max Baucu']", ,['yes'],['Max Baucu'],0.03125
851,"Was there ever a US senator that represented the state of Georgia and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Georgia and attended Brown University was David E. Madison.", ," Yes, the US senator who represented the state of Georgia and attended Brown University was David E. Madison.","['yes', 'David E. Madison']", ,['yes'],['David E. Madison'],0.03125
853,"Was there ever a US senator that represented the state of Idaho and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Idaho and attended Brown University is Jim Risch.", ," Yes, the US senator who represented the state of Idaho and attended Brown University is Jim Risch.","['yes', 'Jim Risch']", ,['yes'],['Jim Risch'],0.03125
832,"Was there ever a US senator that represented the state of Oklahoma and whose alma mater was Dartmouth College? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Oklahoma and attended Dartmouth College was James L. Waden, who served from 1965 to 1975.", ," Yes, the US senator who represented the state of Oklahoma and attended Dartmouth College was James L. Waden, who served from 1965 to 1975.","['yes', 'James L. Waden']", ,['yes'],['James L. Waden'],0.03125
749,"Was there ever a US senator that represented the state of Oregon and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Oregon and attended Duke University was Mark Elliott Warren.", ," Yes, the US senator who represented the state of Oregon and attended Duke University was Mark Elliott Warren.","['yes', 'Mark Elliott Warren']", ,['yes'],['Mark Elliott Warren'],0.03125
835,"Was there ever a US senator that represented the state of South Carolina and whose alma mater was Dartmouth College? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of South Carolina and attended Dartmouth College was Franklin Pierce, who served from 1804 to 1807.", ," Yes, the US senator who represented the state of South Carolina and attended Dartmouth College was Franklin Pierce, who served from 1804 to 1807.","['yes', 'Franklin Pierce']", ,['yes'],['Franklin Pierce'],0.03125
885,"Was there ever a US senator that represented the state of Alaska and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Alaska and attended Vanderbilt University is Tony Hillery.", ," Yes, the US senator who represented the state of Alaska and attended Vanderbilt University is Tony Hillery.","['yes', 'Tony Hillery']", ,['yes'],['Tony Hillery'],0.03125
960,"Was there ever a US senator that represented the state of New York and whose alma mater was Rice University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New York and attended Rice University is Charles Schumer.", ," Yes, the US senator who represented the state of New York and attended Rice University is Charles Schumer.","['yes', 'Charles Schumer']", ,['yes'],['Charles Schumer'],0.03125
880,"Was there ever a US senator that represented the state of Washington and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Washington and attended Brown University is Sen. Patty Murray.", ," Yes, the US senator who represented the state of Washington and attended Brown University is Sen. Patty Murray.","['yes', 'Patty Murray']", ,['yes'],['Patty Murray'],0.03125
839,"Was there ever a US senator that represented the state of Utah and whose alma mater was Dartmouth College? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Utah and attended Dartmouth College as his alma mater is Oliver M. Howard.", ," Yes, the US senator who represented the state of Utah and attended Dartmouth College as his alma mater is Oliver M. Howard.","['yes', 'Oliver M. Howard']", ,['yes'],['Oliver M. Howard'],0.03125
893,"Was there ever a US senator that represented the state of Idaho and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Idaho and attended Vanderbilt University was Pat Williams.", ," Yes, the US senator who represented the state of Idaho and attended Vanderbilt University was Pat Williams.","['yes', 'Pat William']", ,['yes'],['Pat William'],0.03125
732,"Was there ever a US senator that represented the state of Louisiana and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Louisiana and attended Duke University is Sen. Mary L. Landrieu (D-LA).", ," Yes, the US senator that represented the state of Louisiana and attended Duke University is Sen. Mary L. Landrieu (D-LA).","['yes', 'Mary L. Landrieu']", ,['yes'],['Mary L. Landrieu'],0.03125
734,"Was there ever a US senator that represented the state of Maryland and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Maryland and attended Duke University was Mark Warner.", ," Yes, the US senator who represented the state of Maryland and attended Duke University was Mark Warner.","['yes', 'Mark Warner']", ,['yes'],['Mark Warner'],0.03125
651,"Was there ever a US senator that represented the state of Montana and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Montana and attended the University of Pennsylvania was John F. Kennedy.", ," Yes, the US senator who represented the state of Montana and attended the University of Pennsylvania was John F. Kennedy.","['yes', 'John F. Kennedy']", ,['yes'],['John F. Kennedy'],0.03125
663,"Was there ever a US senator that represented the state of South Dakota and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of South Dakota and attended the University of Pennsylvania was George S. Hughes.", ," Yes, the US senator who represented the state of South Dakota and attended the University of Pennsylvania was George S. Hughes.","['yes', 'George S. Hughe']", ,['yes'],['George S. Hughe'],0.03125
664,"Was there ever a US senator that represented the state of Tennessee and whose alma mater was University of Pennsylvania? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Tennessee and attended the University of Pennsylvania was Al Smith (1905-1946).", ," Yes, the US senator who represented the state of Tennessee and attended the University of Pennsylvania was Al Smith (1905-1946).","['yes', 'Al Smith']", ,['yes'],['Al Smith'],0.03125
945,"Was there ever a US senator that represented the state of Kentucky and whose alma mater was Rice University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Kentucky and attended Rice University is Jim Bunning.", ," Yes, the US senator who represented the state of Kentucky and attended Rice University is Jim Bunning.","['yes', 'Jim Bunning']", ,['yes'],['Jim Bunning'],0.03125
535,"Was there ever a US senator that represented the state of Rhode Island and whose alma mater was MIT? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Rhode Island and attended MIT was Edward W. Morrow.", ," Yes, the US senator who represented the state of Rhode Island and attended MIT was Edward W. Morrow.","['yes', 'Edward W. Morrow']", ,['yes'],['Edward W. Morrow'],0.03125
537,"Was there ever a US senator that represented the state of South Dakota and whose alma mater was MIT? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of South Dakota and whose alma mater was MIT is Dennis Daugaard.", ," Yes, the US senator that represented the state of South Dakota and whose alma mater was MIT is Dennis Daugaard.","['yes', 'Dennis Daugaard']", ,['yes'],['Dennis Daugaard'],0.03125
911,"Was there ever a US senator that represented the state of New York and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New York and attended Vanderbilt University was Al Smith (1874-1930). His alma mater degree is shown on his gravestone at the Vanderbilt University Memorial Chapel.", ," Yes, the US senator who represented the state of New York and attended Vanderbilt University was Al Smith (1874-1930). His alma mater degree is shown on his gravestone at the Vanderbilt University Memorial Chapel.","['yes', 'Al Smith']", ,['yes'],['Al Smith'],0.03125
906,"Was there ever a US senator that represented the state of Nebraska and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Nebraska and attended Vanderbilt University was Bob Kerrey.", ," Yes, the US senator who represented the state of Nebraska and attended Vanderbilt University was Bob Kerrey.","['yes', 'Bob Kerrey']", ,['yes'],['Bob Kerrey'],0.03125
919,"Was there ever a US senator that represented the state of South Carolina and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of South Carolina and attended Vanderbilt University was Hugh K. Leatherman.", ," Yes, the US senator who represented the state of South Carolina and attended Vanderbilt University was Hugh K. Leatherman.","['yes', 'Hugh K. Leatherman']", ,['yes'],['Hugh K. Leatherman'],0.03125
918,"Was there ever a US senator that represented the state of Rhode Island and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Rhode Island and attended Vanderbilt University is John F. Kennedy.", ," Yes, the US senator who represented the state of Rhode Island and attended Vanderbilt University is John F. Kennedy.","['yes', 'John F. Kennedy']", ,['yes'],['John F. Kennedy'],0.03125
926,"Was there ever a US senator that represented the state of West Virginia and whose alma mater was Vanderbilt University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of West Virginia and attended Vanderbilt University was Howard Cameron.", ," Yes, the US senator who represented the state of West Virginia and attended Vanderbilt University was Howard Cameron.","['yes', 'Howard Cameron']", ,['yes'],['Howard Cameron'],0.03125
873,"Was there ever a US senator that represented the state of South Carolina and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of South Carolina and attended Brown University is Franklin Pierce (1804-1857). He served as the 14th President of the United States from 1853-1857.", ," Yes, the US senator who represented the state of South Carolina and attended Brown University is Franklin Pierce (1804-1857). He served as the 14th President of the United States from 1853-1857.","['yes', 'Franklin Pierce']", ,['yes'],['Franklin Pierce'],0.03125
683,"Was there ever a US senator that represented the state of Illinois and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Illinois and whose alma mater was California Institute of Technology was Abraham Lincoln. His full name is Abraham Wilkins Lincoln.", ," Yes, the US senator who represented the state of Illinois and whose alma mater was California Institute of Technology was Abraham Lincoln. His full name is Abraham Wilkins Lincoln.","['yes', 'Abraham Lincoln', 'Abraham Wilkins Lincoln']", ,['yes'],"['Abraham Lincoln', 'Abraham Wilkins Lincoln']",0.03125
622,"Was there ever a US senator that represented the state of South Carolina and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of South Carolina and attended Johns Hopkins University was James Henry Hammond (1785-1870).", ," Yes, the US senator who represented the state of South Carolina and attended Johns Hopkins University was James Henry Hammond (1785-1870).","['yes', 'James Henry Hammond']", ,['yes'],['James Henry Hammond'],0.03125
874,"Was there ever a US senator that represented the state of South Dakota and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of South Dakota and attended Brown University is George S. McGovern.", ," Yes, the US senator who represented the state of South Dakota and attended Brown University is George S. McGovern.","['yes', 'George S. McGovern']", ,['yes'],['George S. McGovern'],0.03125
619,"Was there ever a US senator that represented the state of Oregon and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Oregon and attended Johns Hopkins University is Ron Wyden.", ," Yes, the US senator who represented the state of Oregon and attended Johns Hopkins University is Ron Wyden.","['yes', 'Ron Wyden']", ,['yes'],['Ron Wyden'],0.03125
631,"Was there ever a US senator that represented the state of Wisconsin and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Wisconsin and attended Johns Hopkins University was Graham Curtis ""Bull"" Moosalem.", ," Yes, the US senator who represented the state of Wisconsin and attended Johns Hopkins University was Graham Curtis ""Bull"" Moosalem.","['yes', 'Graham Curti']", ,['yes'],['Graham Curti'],0.03125
627,"Was there ever a US senator that represented the state of Vermont and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Vermont and attended Johns Hopkins University is Sen. Patrick J. Kennedy.", ," Yes, the US senator who represented the state of Vermont and attended Johns Hopkins University is Sen. Patrick J. Kennedy.","['yes', 'Patrick J. Kennedy']", ,['yes'],['Patrick J. Kennedy'],0.03125
870,"Was there ever a US senator that represented the state of Oklahoma and whose alma mater was Brown University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Oklahoma and attended Brown University is James L. Yoder.", ," Yes, the US senator who represented the state of Oklahoma and attended Brown University is James L. Yoder.","['yes', 'James L. Yoder']", ,['yes'],['James L. Yoder'],0.03125
690,"Was there ever a US senator that represented the state of Maryland and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Maryland and attended the California Institute of Technology as his alma mater is John C. Kossler.", ," Yes, the US senator who represented the state of Maryland and attended the California Institute of Technology as his alma mater is John C. Kossler.","['yes', 'John C. Kossler']", ,['yes'],['John C. Kossler'],0.03125
694,"Was there ever a US senator that represented the state of Mississippi and whose alma mater was California Institute of Technology? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Mississippi and whose alma mater was California Institute of Technology was John C. Stennis.", ," Yes, the US senator who represented the state of Mississippi and whose alma mater was California Institute of Technology was John C. Stennis.","['yes', 'John C. Stenni']", ,['yes'],['John C. Stenni'],0.03125
623,"Was there ever a US senator that represented the state of South Dakota and whose alma mater was Johns Hopkins University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of South Dakota and attended Johns Hopkins University was George S. Hughes.", ," Yes, the US senator that represented the state of South Dakota and attended Johns Hopkins University was George S. Hughes.","['yes', 'George S. Hughe']", ,['yes'],['George S. Hughe'],0.03125
501,"Was there ever a US senator that represented the state of Alaska and whose alma mater was MIT? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Alaska and attended MIT is Bill Sullivan.", ," Yes, the US senator who represented the state of Alaska and attended MIT is Bill Sullivan.","['yes', 'Bill Sullivan']", ,['yes'],['Bill Sullivan'],0.0
561,"Was there ever a US senator that represented the state of Maine and whose alma mater was University of Chicago? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Maine and attended the University of Chicago was Sen. George J. Mitchell (D-ME).", ," Yes, the US senator who represented the state of Maine and attended the University of Chicago was Sen. George J. Mitchell (D-ME).","['yes', 'George J. Mitchell']", ,['yes'],['George J. Mitchell'],0.0
564,"Was there ever a US senator that represented the state of Michigan and whose alma mater was University of Chicago? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Michigan and attended the University of Chicago was George Percy Howard.", ," Yes, the US senator who represented the state of Michigan and attended the University of Chicago was George Percy Howard.","['yes', 'George Percy Howard']", ,['yes'],['George Percy Howard'],0.0
570,"Was there ever a US senator that represented the state of North Carolina and whose alma mater was University of Chicago? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of North Carolina and attended the University of Chicago was Walter F. George.", ," Yes, the US senator who represented the state of North Carolina and attended the University of Chicago was Walter F. George.","['yes', 'Walter F. George']", ,['yes'],['Walter F. George'],0.0
571,"Was there ever a US senator that represented the state of Ohio and whose alma mater was University of Chicago? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Ohio and attended the University of Chicago was Charles F. Hurst.", ," Yes, the US senator who represented the state of Ohio and attended the University of Chicago was Charles F. Hurst.","['yes', 'Charles F. Hurst']", ,['yes'],['Charles F. Hurst'],0.0
932,"Was there ever a US senator that represented the state of Arkansas and whose alma mater was Rice University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Arkansas and attended Rice University was Willie Wilson Marshall (1905-1995).", ," Yes, the US senator who represented the state of Arkansas and attended Rice University was Willie Wilson Marshall (1905-1995).","['yes', 'Willie Wilson Marshall']", ,['yes'],['Willie Wilson Marshall'],0.0
935,"Was there ever a US senator that represented the state of Connecticut and whose alma mater was Rice University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Connecticut and attended Rice University is Joseph Lieberman.", ," Yes, the US senator who represented the state of Connecticut and attended Rice University is Joseph Lieberman.","['yes', 'Joseph Lieberman']", ,['yes'],['Joseph Lieberman'],0.0
938,"Was there ever a US senator that represented the state of Georgia and whose alma mater was Rice University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Georgia and attended Rice University was John J. Castellani.", ," Yes, the US senator who represented the state of Georgia and attended Rice University was John J. Castellani.","['yes', 'John J. Castellani']", ,['yes'],['John J. Castellani'],0.0
940,"Was there ever a US senator that represented the state of Idaho and whose alma mater was Rice University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Idaho and attended Rice University was William R. Basney.", ," Yes, the US senator who represented the state of Idaho and attended Rice University was William R. Basney.","['yes', 'William R. Basney']", ,['yes'],['William R. Basney'],0.0
967,"Was there ever a US senator that represented the state of Rhode Island and whose alma mater was Rice University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Rhode Island and attended Rice University is John William Roberts Jr. His full name is John William Roberts Jr. He served as a United States Senator from Rhode Island from 1983 to 2014.", ," Yes, the US senator who represented the state of Rhode Island and attended Rice University is John William Roberts Jr. His full name is John William Roberts Jr. He served as a United States Senator from Rhode Island from 1983 to 2014.","['yes', 'John William Roberts Jr']", ,['yes'],['John William Roberts Jr'],0.0
975,"Was there ever a US senator that represented the state of Washington and whose alma mater was Rice University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Washington and attended Rice University is John Charles Eaton, who served as the U.S. Secretary of Interior under the Andrew William Mellon administration from 1925 to 1930.", ," Yes, the US senator who represented the state of Washington and attended Rice University is John Charles Eaton, who served as the U.S. Secretary of Interior under the Andrew William Mellon administration from 1925 to 1930.","['yes', 'John Charles Eaton', 'the Andrew William Mellon']", ,['yes'],"['John Charles Eaton', 'the Andrew William Mellon']",0.0
977,"Was there ever a US senator that represented the state of Wisconsin and whose alma mater was Rice University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Wisconsin and attended Rice University was Graham Curtis ""Bud"" Long.", ," Yes, the US senator who represented the state of Wisconsin and attended Rice University was Graham Curtis ""Bud"" Long.","['yes', 'Graham Curtis ""Bud"" Long']", ,['yes'],"['Graham Curtis ""Bud"" Long']",0.0
982,"Was there ever a US senator that represented the state of Arkansas and whose alma mater was University of Washington? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Arkansas and attended the University of Washington was J. William Fulbright.", ," Yes, the US senator who represented the state of Arkansas and attended the University of Washington was J. William Fulbright.","['yes', 'J. William Fulbright']", ,['yes'],['J. William Fulbright'],0.0
984,"Was there ever a US senator that represented the state of Colorado and whose alma mater was University of Washington? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Colorado and attended the University of Washington was George Tyas Dole.", ," Yes, the US senator who represented the state of Colorado and attended the University of Washington was George Tyas Dole.","['yes', 'George Tyas Dole']", ,['yes'],['George Tyas Dole'],0.0
985,"Was there ever a US senator that represented the state of Connecticut and whose alma mater was University of Washington? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Connecticut and attended the University of Washington was Rob Johnson.", ," Yes, the US senator who represented the state of Connecticut and attended the University of Washington was Rob Johnson.","['yes', 'Rob Johnson']", ,['yes'],['Rob Johnson'],0.0
987,"Was there ever a US senator that represented the state of Florida and whose alma mater was University of Washington? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Florida and attended the University of Washington was Walter F. Camp, Jr. His alma mater was the University of Washington School of Law.", ," Yes, the US senator who represented the state of Florida and attended the University of Washington was Walter F. Camp, Jr. His alma mater was the University of Washington School of Law.","['yes', 'Walter F. Camp']", ,['yes'],['Walter F. Camp'],0.0
768,"Was there ever a US senator that represented the state of Florida and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Florida and attended Northwestern University was George W. Smith.", ," Yes, the US senator who represented the state of Florida and attended Northwestern University was George W. Smith.","['yes', 'George W. Smith']", ,['yes'],['George W. Smith'],0.0
774,"Was there ever a US senator that represented the state of Iowa and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Iowa and attended Northwestern University was Charles R. Bartlett.", ," Yes, the US senator who represented the state of Iowa and attended Northwestern University was Charles R. Bartlett.","['yes', 'Charles R. Bartlett']", ,['yes'],['Charles R. Bartlett'],0.0
777,"Was there ever a US senator that represented the state of Louisiana and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Louisiana and attended Northwestern University was John Melanchion ""J. M."" Reeves (1843-1907).", ," Yes, the US senator who represented the state of Louisiana and attended Northwestern University was John Melanchion ""J. M."" Reeves (1843-1907).","['yes', 'John Melanchion', 'J. M."" Reeve']", ,['yes'],"['John Melanchion', 'J. M."" Reeve']",0.0
783,"Was there ever a US senator that represented the state of Missouri and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Missouri and attended Northwestern University was Daniel B. Willetts.", ," Yes, the US senator who represented the state of Missouri and attended Northwestern University was Daniel B. Willetts.","['yes', 'Daniel B. Willett']", ,['yes'],['Daniel B. Willett'],0.0
788,"Was there ever a US senator that represented the state of New Jersey and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Jersey and attended Northwestern University was Al Franken.", ," Yes, the US senator who represented the state of New Jersey and attended Northwestern University was Al Franken.","['yes', 'Al Franken']", ,['yes'],['Al Franken'],0.0
789,"Was there ever a US senator that represented the state of New Mexico and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Mexico and attended Northwestern University was Gordon Hartman McRae.", ," Yes, the US senator who represented the state of New Mexico and attended Northwestern University was Gordon Hartman McRae.","['yes', 'Gordon Hartman McRae']", ,['yes'],['Gordon Hartman McRae'],0.0
792,"Was there ever a US senator that represented the state of Ohio and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Ohio and attended Northwestern University was Nelson W. Rondeau.", ," Yes, the US senator who represented the state of Ohio and attended Northwestern University was Nelson W. Rondeau.","['yes', 'Nelson W. Rondeau']", ,['yes'],['Nelson W. Rondeau'],0.0
795,"Was there ever a US senator that represented the state of Pennsylvania and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Pennsylvania and attended Northwestern University was Gary Hart.", ," Yes, the US senator who represented the state of Pennsylvania and attended Northwestern University was Gary Hart.","['yes', 'Gary Hart']", ,['yes'],['Gary Hart'],0.0
797,"Was there ever a US senator that represented the state of South Carolina and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of South Carolina and attended Northwestern University is Sen. Lindsey Graham.", ," Yes, the US senator who represented the state of South Carolina and attended Northwestern University is Sen. Lindsey Graham.","['yes', 'Lindsey Graham']", ,['yes'],['Lindsey Graham'],0.0
800,"Was there ever a US senator that represented the state of Utah and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Utah and attended Northwestern University is Oliver M. Howard.", ," Yes, the US senator who represented the state of Utah and attended Northwestern University is Oliver M. Howard.","['yes', 'Oliver M. Howard']", ,['yes'],['Oliver M. Howard'],0.0
804,"Was there ever a US senator that represented the state of West Virginia and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of West Virginia and attended Northwestern University is Sherwood ""Sherman"" Williams.", ," Yes, the US senator who represented the state of West Virginia and attended Northwestern University is Sherwood ""Sherman"" Williams.","['yes', 'Sherman"" William']", ,['yes'],"['Sherman"" William']",0.0
805,"Was there ever a US senator that represented the state of Wisconsin and whose alma mater was Northwestern University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Wisconsin and attended Northwestern University was Robert F. Santty.", ," Yes, the US senator who represented the state of Wisconsin and attended Northwestern University was Robert F. Santty.","['yes', 'Robert F. Santty']", ,['yes'],['Robert F. Santty'],0.0
808,"Was there ever a US senator that represented the state of Alaska and whose alma mater was Dartmouth College? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Alaska and attended Dartmouth College was Steve Kennedy.", ," Yes, the US senator who represented the state of Alaska and attended Dartmouth College was Steve Kennedy.","['yes', 'Steve Kennedy']", ,['yes'],['Steve Kennedy'],0.0
810,"Was there ever a US senator that represented the state of Arkansas and whose alma mater was Dartmouth College? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Arkansas and attended Dartmouth College was Tom C. Schafer, who served from 1995 to 2015.", ," Yes, the US senator who represented the state of Arkansas and attended Dartmouth College was Tom C. Schafer, who served from 1995 to 2015.","['yes', 'Tom C. Schafer']", ,['yes'],['Tom C. Schafer'],0.0
811,"Was there ever a US senator that represented the state of California and whose alma mater was Dartmouth College? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of California and attended Dartmouth College as his alma mater is George W. Santay.", ," Yes, the US senator who represented the state of California and attended Dartmouth College as his alma mater is George W. Santay.","['yes', 'George W. Santay']", ,['yes'],['George W. Santay'],0.0
814,"Was there ever a US senator that represented the state of Delaware and whose alma mater was Dartmouth College? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Delaware and attended Dartmouth College was Robert C. Byrd.", ," Yes, the US senator who represented the state of Delaware and attended Dartmouth College was Robert C. Byrd.","['yes', 'Robert C. Byrd']", ,['yes'],['Robert C. Byrd'],0.0
815,"Was there ever a US senator that represented the state of Florida and whose alma mater was Dartmouth College? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Florida and attended Dartmouth College as his alma mater is George J. Mitchell.", ," Yes, the US senator who represented the state of Florida and attended Dartmouth College as his alma mater is George J. Mitchell.","['yes', 'George J. Mitchell']", ,['yes'],['George J. Mitchell'],0.0
816,"Was there ever a US senator that represented the state of Georgia and whose alma mater was Dartmouth College? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Georgia and attended Dartmouth College as his alma mater is John Harveys Kluttz, known as John H. Kluttz.", ," Yes, the US senator who represented the state of Georgia and attended Dartmouth College as his alma mater is John Harveys Kluttz, known as John H. Kluttz.","['yes', 'John Harveys Kluttz', 'John H. Kluttz']", ,['yes'],"['John Harveys Kluttz', 'John H. Kluttz']",0.0
821,"Was there ever a US senator that represented the state of Kentucky and whose alma mater was Dartmouth College? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Kentucky and attended Dartmouth College as his alma mater is Hal Hughes.", ," Yes, the US senator who represented the state of Kentucky and attended Dartmouth College as his alma mater is Hal Hughes.","['yes', 'Hal Hughe']", ,['yes'],['Hal Hughe'],0.0
822,"Was there ever a US senator that represented the state of Louisiana and whose alma mater was Dartmouth College? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Louisiana and attended Dartmouth College was John W. Wexley.", ," Yes, the US senator who represented the state of Louisiana and attended Dartmouth College was John W. Wexley.","['yes', 'John W. Wexley']", ,['yes'],['John W. Wexley'],0.0
